serial_number,site_id,timestamp,ac_voltage,ac_frequency,temperature_f,dc_current,dc_voltage,duration,energy_produced,sku_name
290102125438,SITE-B,2025-06-03 06:30:00,241.4,60.05,83.3,1.08,32.0,900,4.08,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 06:30:00,238.0,60.029,80.0,0.68,31.8,900,1.96,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 06:30:00,238.2,59.991,78.3,0.36,33.2,900,2.16,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 06:30:00,241.7,60.008,80.9,0.64,33.5,900,4.73,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 06:30:00,242.7,60.003,76.5,0.28,32.7,900,3.88,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 06:30:00,238.3,60.033,83.9,0.87,34.0,900,5.26,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 06:30:00,242.9,60.008,82.6,0.57,34.0,900,4.47,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 06:30:00,240.3,60.041,75.2,0.49,33.4,900,2.71,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 06:30:00,237.6,59.951,81.4,0.21,32.9,900,4.33,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 06:30:00,239.7,60.026,81.3,0.1,31.2,900,2.42,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 06:30:00,237.5,60.003,79.1,0.23,30.8,900,2.3,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 06:30:00,238.2,59.956,84.3,0.47,32.8,900,4.77,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 06:30:00,238.6,60.02,78.5,0.06,32.2,900,3.48,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 06:30:00,242.9,59.98,79.0,0.46,32.8,900,4.01,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 06:30:00,239.7,59.987,82.5,0.36,33.0,900,6.4,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 06:30:00,240.3,60.018,76.9,0.85,31.1,900,2.7,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 06:30:00,241.4,59.994,74.9,0.18,30.4,900,2.58,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 06:30:00,239.7,60.033,76.9,0.67,33.1,900,4.41,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 06:30:00,239.9,60.033,79.4,0.68,33.7,900,4.99,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 06:30:00,242.8,60.022,79.6,0.81,30.7,900,2.85,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 06:30:00,242.1,60.008,84.7,0.95,30.8,900,3.93,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 06:30:00,238.1,59.968,75.1,0.32,30.7,900,4.6,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 06:30:00,241.3,59.975,76.4,0.84,31.3,900,2.77,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 06:30:00,242.4,59.97,77.5,0.85,30.5,900,3.71,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 06:30:00,239.7,60.025,75.5,0.91,32.7,900,5.17,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 06:30:00,240.6,60.043,76.4,0.52,32.8,900,6.38,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 06:30:00,239.8,59.988,81.2,0.88,31.9,900,2.51,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 06:30:00,240.6,60.014,83.8,0.79,31.3,900,3.73,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 06:30:00,238.4,60.04,81.1,0.56,31.9,900,6.89,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 06:30:00,240.7,60.024,83.8,0.93,33.4,900,2.52,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 06:30:00,240.6,60.048,82.2,0.32,33.0,900,4.53,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 06:30:00,242.0,60.014,83.3,0.64,31.3,900,6.25,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 06:30:00,241.5,60.02,79.9,0.26,33.0,900,3.08,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 06:30:00,238.5,59.962,76.4,1.02,32.9,900,6.06,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 06:30:00,239.2,59.971,75.2,0.75,30.5,900,5.63,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 06:30:00,242.9,59.959,79.8,0.37,31.9,900,4.86,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 06:45:00,240.7,59.952,82.9,0.54,33.6,900,3.04,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 06:45:00,242.1,60.048,81.3,0.37,32.8,900,2.27,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 06:45:00,238.6,59.998,77.6,0.5,33.6,900,5.58,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 06:45:00,237.9,60.045,78.4,0.46,31.6,900,2.53,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 06:45:00,240.3,59.967,80.1,0.81,30.4,900,4.11,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 06:45:00,241.5,60.02,82.4,0.96,30.4,900,3.73,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 06:45:00,238.7,60.025,84.2,0.73,32.0,900,5.32,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 06:45:00,242.8,60.038,81.8,0.7,32.6,900,5.54,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 06:45:00,242.7,60.035,83.6,1.04,32.6,900,5.31,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 06:45:00,238.9,59.994,78.8,1.01,33.8,900,2.68,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 06:45:00,241.0,60.022,76.7,0.54,30.6,900,3.68,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 06:45:00,242.8,60.022,82.0,0.08,31.1,900,4.45,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 06:45:00,238.5,59.96,78.3,0.42,32.6,900,3.54,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 06:45:00,240.3,59.981,79.4,0.79,33.3,900,3.36,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 06:45:00,237.8,59.974,83.2,0.32,32.0,900,4.94,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 06:45:00,240.0,60.03,78.6,0.07,32.7,900,2.76,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 06:45:00,238.1,60.007,84.7,0.33,31.8,900,4.42,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 06:45:00,237.2,59.963,79.0,0.38,32.8,900,6.37,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 06:45:00,238.0,60.013,81.3,0.45,30.1,900,5.76,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 06:45:00,241.0,60.032,76.0,0.13,32.0,900,3.81,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 06:45:00,237.0,60.047,79.6,0.42,30.6,900,2.49,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 06:45:00,238.6,60.007,81.1,0.29,32.4,900,3.17,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 06:45:00,238.6,59.996,83.4,0.51,32.5,900,3.29,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 06:45:00,239.0,59.965,83.3,0.19,31.2,900,3.65,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 06:45:00,241.6,60.036,75.6,0.62,30.3,900,3.89,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 06:45:00,237.0,59.964,76.4,0.22,33.4,900,6.02,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 06:45:00,237.8,60.043,78.2,0.73,32.6,900,3.58,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 06:45:00,238.6,59.996,79.7,0.49,33.5,900,5.94,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 06:45:00,238.5,60.043,82.7,0.54,30.6,900,5.41,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 06:45:00,241.4,60.042,83.4,0.15,31.2,900,5.09,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 06:45:00,238.6,59.991,76.3,0.63,31.0,900,5.2,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 06:45:00,240.4,59.973,80.9,0.49,32.4,900,5.35,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 06:45:00,240.6,60.02,83.2,0.44,32.8,900,3.6,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 06:45:00,242.2,59.956,84.7,1.08,30.1,900,3.65,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 06:45:00,243.0,60.046,81.3,1.06,33.9,900,4.63,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 06:45:00,239.4,59.988,77.1,0.33,31.3,900,3.59,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 06:45:00,238.2,60.038,76.7,0.61,32.8,900,6.13,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 06:45:00,241.5,59.954,84.7,0.58,31.8,900,4.52,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 06:45:00,241.6,59.978,81.5,1.12,32.4,900,3.1,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 06:45:00,241.6,59.992,78.8,0.37,33.4,900,3.14,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 06:45:00,242.1,60.03,83.9,0.39,31.8,900,4.9,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 06:45:00,241.2,60.017,83.8,0.66,31.7,900,6.1,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 06:45:00,238.0,59.975,83.9,0.43,31.1,900,5.07,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 06:45:00,240.4,60.014,82.8,0.72,32.4,900,3.77,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 06:45:00,237.3,59.969,75.5,0.78,33.2,900,4.87,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 06:45:00,242.5,59.95,76.8,0.81,31.0,900,6.06,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 06:45:00,239.8,59.991,84.3,0.81,30.8,900,2.74,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 06:45:00,237.6,60.003,84.3,0.57,30.6,900,5.3,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 06:45:00,237.6,59.956,77.4,0.37,30.1,900,4.98,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 06:45:00,239.5,59.956,84.6,1.09,33.7,900,4.21,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 07:00:00,241.5,60.013,79.5,1.56,32.5,900,13.05,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 07:00:00,240.1,60.028,83.1,1.55,33.1,900,9.23,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 07:00:00,242.3,59.959,77.5,1.9,31.8,900,12.16,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 07:00:00,240.7,59.999,79.0,1.19,33.8,900,12.84,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 07:00:00,239.6,59.968,76.2,1.22,30.3,900,9.33,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 07:00:00,241.2,59.981,75.8,2.08,33.1,900,11.39,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 07:00:00,242.4,60.025,76.9,1.44,34.0,900,11.54,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 07:00:00,242.6,59.957,85.1,1.31,30.3,900,11.51,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 07:00:00,237.2,59.982,77.0,1.33,31.2,900,13.04,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 07:00:00,239.5,59.964,81.7,1.18,31.0,900,11.7,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 07:00:00,237.7,60.001,85.1,1.66,30.6,900,14.21,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 07:00:00,242.7,60.01,81.2,1.62,30.3,900,13.76,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 07:00:00,240.1,60.043,78.8,1.66,30.6,900,11.18,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 07:00:00,240.8,59.995,76.7,2.28,30.2,900,12.46,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 07:00:00,237.1,59.956,84.5,1.97,31.2,900,12.16,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 07:00:00,240.6,60.042,79.1,1.52,32.2,900,13.16,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 07:00:00,243.0,59.951,80.5,1.54,32.0,900,11.57,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 07:00:00,237.1,59.953,83.2,1.76,33.2,900,15.12,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 07:00:00,240.5,60.039,83.2,2.21,32.0,900,14.84,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 07:00:00,240.6,60.022,78.2,1.46,32.8,900,10.7,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 07:00:00,237.9,59.976,81.4,1.47,32.9,900,14.4,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 07:00:00,240.2,59.959,80.5,1.89,30.8,900,11.42,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 07:00:00,239.6,60.046,80.3,1.51,32.8,900,12.21,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 07:00:00,238.0,59.985,81.7,1.32,32.8,900,10.64,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 07:00:00,238.9,59.96,83.8,1.6,31.3,900,10.85,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 07:00:00,238.4,60.035,84.7,1.66,31.9,900,13.23,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 07:00:00,237.2,60.012,77.2,2.1,33.6,900,15.96,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 07:00:00,241.5,59.98,83.8,1.14,31.1,900,10.49,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 07:00:00,242.9,60.037,76.3,1.43,31.3,900,12.62,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 07:00:00,238.1,60.045,82.1,1.93,30.8,900,11.31,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 07:00:00,240.4,60.02,84.2,1.31,32.6,900,11.7,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 07:00:00,238.3,60.0,77.0,1.31,31.4,900,14.61,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 07:00:00,239.7,59.952,76.1,1.61,31.0,900,11.86,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 07:00:00,242.7,59.966,85.5,1.65,31.0,900,15.61,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 07:00:00,237.3,59.957,79.2,1.54,30.3,900,10.49,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 07:00:00,239.9,60.02,80.3,1.88,32.8,900,16.24,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 07:00:00,238.1,60.031,81.1,1.7,31.2,900,11.91,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 07:00:00,238.7,59.967,81.2,1.99,32.4,900,15.3,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 07:00:00,237.8,60.024,81.0,1.47,30.3,900,13.79,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 07:00:00,239.1,59.997,79.5,1.79,32.0,900,14.3,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 07:00:00,239.3,60.037,76.9,1.82,31.3,900,15.59,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 07:00:00,241.7,59.982,78.3,1.83,33.0,900,13.04,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 07:00:00,241.0,60.004,85.2,1.63,32.0,900,15.88,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 07:00:00,240.8,59.956,81.5,2.32,31.3,900,14.37,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 07:00:00,237.9,60.012,78.0,1.43,31.1,900,14.24,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 07:00:00,237.8,59.966,81.0,1.79,33.1,900,15.82,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 07:00:00,237.2,59.977,76.6,1.91,32.0,900,13.88,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 07:00:00,237.3,59.97,77.4,1.36,32.2,900,13.16,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 07:00:00,237.8,60.022,83.3,1.79,32.1,900,13.52,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 07:00:00,242.3,60.036,78.3,1.71,33.7,900,13.47,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 07:15:00,237.2,59.984,83.4,1.89,32.2,900,10.61,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 07:15:00,239.4,59.987,76.2,2.05,30.3,900,10.73,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 07:15:00,241.0,59.975,81.2,1.63,32.3,900,11.1,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 07:15:00,237.8,59.988,77.3,1.38,30.9,900,9.51,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 07:15:00,237.7,59.964,82.5,1.91,33.5,900,10.16,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 07:15:00,239.6,60.038,84.3,1.19,30.5,900,12.39,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 07:15:00,237.3,60.0,84.3,1.85,33.1,900,11.87,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 07:15:00,240.4,59.959,82.1,1.57,32.9,900,10.86,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 07:15:00,237.4,59.953,76.5,1.16,30.6,900,12.2,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 07:15:00,241.6,59.966,82.5,1.41,30.8,900,13.02,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 07:15:00,238.2,60.0,80.0,1.48,32.5,900,10.88,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 07:15:00,239.1,59.966,78.7,2.08,31.7,900,12.36,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 07:15:00,241.4,60.026,77.0,1.52,32.4,900,11.0,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 07:15:00,242.9,60.025,78.6,1.85,32.5,900,13.4,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 07:15:00,237.7,59.99,82.9,1.55,31.1,900,13.62,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 07:15:00,237.5,60.013,83.7,1.72,30.1,900,13.99,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 07:15:00,241.0,59.958,78.4,1.38,30.6,900,11.51,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 07:15:00,239.9,59.968,84.3,2.12,32.4,900,11.58,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 07:15:00,240.4,59.963,84.2,1.25,33.1,900,13.34,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 07:15:00,242.3,59.953,78.5,1.81,30.8,900,10.21,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 07:15:00,241.1,60.043,82.1,1.4,33.8,900,10.9,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 07:15:00,240.9,60.047,82.3,1.58,30.2,900,11.93,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 07:15:00,240.4,59.953,78.1,1.92,33.0,900,11.65,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 07:15:00,242.4,60.014,81.5,1.63,33.1,900,13.83,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 07:15:00,238.1,60.021,77.8,1.33,32.2,900,10.96,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 07:15:00,239.5,59.963,82.8,1.42,30.7,900,10.03,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 07:15:00,238.7,59.965,81.3,1.3,30.1,900,14.28,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 07:15:00,241.3,59.97,76.4,1.87,30.8,900,14.61,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 07:15:00,237.6,59.959,83.0,1.24,32.1,900,12.78,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 07:15:00,238.7,60.035,78.6,1.78,30.4,900,9.94,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 07:15:00,237.2,60.032,76.4,1.8,32.8,900,13.45,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 07:15:00,237.6,59.955,83.4,1.93,31.2,900,14.11,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 07:15:00,240.9,60.013,80.8,1.73,33.6,900,11.98,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 07:15:00,239.1,59.965,79.0,1.09,32.9,900,13.35,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 07:15:00,237.9,60.041,83.0,2.06,32.0,900,16.48,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 07:15:00,241.5,60.018,82.2,1.2,32.0,900,13.4,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 07:15:00,239.3,60.038,76.0,1.24,31.4,900,14.13,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 07:15:00,242.9,60.042,82.1,1.12,30.8,900,12.56,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 07:15:00,243.0,59.958,81.5,2.11,32.0,900,11.91,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 07:15:00,241.9,60.015,83.6,1.25,30.3,900,10.44,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 07:15:00,237.3,60.013,82.5,1.87,32.2,900,14.45,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 07:15:00,240.9,59.963,77.4,1.47,30.7,900,14.36,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 07:15:00,241.2,59.963,82.4,1.93,32.9,900,12.85,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 07:15:00,241.0,59.988,76.4,1.66,32.0,900,13.64,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 07:15:00,241.1,60.03,78.2,2.47,30.3,900,15.69,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 07:15:00,239.5,59.965,77.2,1.49,33.8,900,11.87,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 07:15:00,239.8,60.001,82.6,2.03,32.6,900,14.85,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 07:15:00,239.4,59.953,80.3,2.11,32.6,900,13.0,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 07:15:00,239.0,59.999,84.9,2.11,31.6,900,15.35,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 07:15:00,238.5,59.987,83.9,2.03,30.4,900,13.64,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 07:30:00,239.8,59.952,79.7,1.64,30.4,900,9.85,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 07:30:00,238.9,60.0,83.5,1.67,31.2,900,13.88,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 07:30:00,241.9,60.015,80.0,1.65,32.9,900,10.16,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 07:30:00,238.9,60.027,81.9,1.18,32.0,900,13.21,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 07:30:00,241.2,59.952,84.1,1.85,30.0,900,12.22,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 07:30:00,239.9,59.98,85.6,1.18,31.9,900,8.93,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 07:30:00,237.1,60.005,79.7,1.58,31.6,900,15.03,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 07:30:00,238.2,59.998,85.3,1.75,30.4,900,11.21,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 07:30:00,240.8,60.032,78.1,2.12,31.0,900,12.25,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 07:30:00,242.1,60.012,78.5,1.48,30.3,900,14.0,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 07:30:00,242.6,60.031,80.3,1.77,31.7,900,11.3,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 07:30:00,240.7,60.03,83.2,1.24,31.0,900,10.8,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 07:30:00,239.3,60.01,79.2,1.97,31.9,900,12.21,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 07:30:00,242.8,60.049,84.5,1.4,32.2,900,11.52,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 07:30:00,240.9,60.013,79.7,2.28,32.2,900,12.01,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 07:30:00,241.4,59.985,82.5,1.44,30.9,900,14.79,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 07:30:00,240.9,60.032,84.9,1.85,33.5,900,14.06,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 07:30:00,241.2,59.992,78.2,2.13,33.8,900,13.28,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 07:30:00,239.5,60.036,79.4,1.36,32.2,900,12.14,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 07:30:00,237.5,59.966,84.5,1.47,30.5,900,11.01,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 07:30:00,241.8,59.978,79.5,1.54,33.0,900,12.17,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 07:30:00,242.3,60.049,79.7,1.87,32.7,900,11.04,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 07:30:00,242.6,59.996,77.9,1.52,31.6,900,13.83,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 07:30:00,242.6,59.986,77.6,1.95,31.4,900,15.19,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 07:30:00,241.1,60.006,83.0,2.02,33.8,900,12.42,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 07:30:00,237.4,59.971,84.9,1.68,31.7,900,11.44,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 07:30:00,242.4,59.988,78.3,2.05,33.2,900,12.85,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 07:30:00,238.3,59.979,77.9,1.43,33.5,900,13.39,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 07:30:00,238.3,60.043,82.5,1.54,33.3,900,12.12,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 07:30:00,241.3,59.975,79.1,2.04,32.1,900,13.34,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 07:30:00,239.1,60.01,82.6,1.7,32.3,900,15.23,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 07:30:00,239.9,59.982,84.4,2.03,31.8,900,13.49,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 07:30:00,237.7,60.001,77.3,1.51,31.7,900,13.51,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 07:30:00,241.3,60.015,82.5,1.68,33.3,900,16.12,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 07:30:00,238.4,59.993,77.2,1.77,33.0,900,12.86,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 07:30:00,239.4,59.989,83.2,2.47,31.8,900,14.42,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 07:30:00,239.5,60.025,78.4,1.45,31.0,900,11.63,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 07:30:00,241.1,59.981,81.0,1.95,32.2,900,13.25,IQ8A-72-2-US
